Oppdrag_ID,110_ID,Oppdragstype,Opprinnelig_oppdragstype,v3_kat
2878664,B06-250104-108,Oppdrag løst av 110,,L-ukjent
2878693,B06-250104-109,Oppdrag løst av 110,ABA,L-hendelse
2878734,B06-250104-110,Nødanrop feilring,,F
2878743,B06-250104-111,Nødanrop feilring,,F
2878780,B06-250104-112,Oppdrag løst av 110,,L-ukjent
2878801,B06-250104-113,Nødanrop feilring,,F
2878814,B06-250104-114,Oppdrag løst av 110,,L-ukjent
2878836,B06-250104-117,Trafikkulykke,,D-pri1
2878837,B06-250104-118,Oppdrag løst av 110,Trafikkulykke,D-pri1
2878838,B06-250104-119,Trafikkulykke,Trafikkulykke,D-pri1
2878845,B06-250104-120,ABA teknisk feil,ABA,D-aba
2878853,B06-250104-121,Trafikkulykke,Trafikkulykke,D-pri1
2878862,B06-250104-122,Oppdrag løst av 110,,L-ukjent
2878852,B06-250104-123,Helseoppdrag annet,Helseoppdrag - Akutt,D-pri1
2878861,B06-250104-124,Oppdrag løst av 110,,L-ukjent
2878881,B06-250104-126,Oppdrag løst av 110,,L-ukjent
2878892,B06-250104-127,Oppdrag løst av 110,,L-ukjent
2878866,B06-250104-128,Ikke reell nødmelding,,F
2878889,B06-250104-129,Ikke reell nødmelding,,F
2878891,B06-250104-130,Ikke reell nødmelding,,F
2878864,B06-250104-131,Ikke reell nødmelding,,F
2878865,B06-250104-132,Ikke reell nødmelding,,F
2878872,B06-250104-133,Ikke reell nødmelding,,F
2878870,B06-250104-134,Ikke reell nødmelding,,F
2878869,B06-250104-135,Ikke reell nødmelding,,F
2878890,B06-250104-136,Ikke reell nødmelding,,F
2878882,B06-250104-137,Nødanrop feilring,,F
2878885,B06-250105-1,Ikke reell nødmelding,,F
2878888,B06-250105-2,Ikke reell nødmelding,,F
2878884,B06-250105-3,Nødanrop feilring,,F
2878886,B06-250105-4,Oppdrag løst av 110,,L-ukjent
2878905,B06-250105-5,Oppdrag løst av 110,ABA,L-aba
2878906,B06-250105-7,Oppdrag løst av 110,ABA,L-hendelse
2878920,B06-250105-8,ABA annen røyk,ABA,D-aba
2878933,B06-250105-12,Oppdrag løst av 110,,L-ukjent
2878939,B06-250105-13,Oppdrag løst av 110,,L-ukjent
2878945,B06-250105-14,Oppdrag løst av 110,,L-ukjent
2878951,B06-250105-15,Avbrutt utrykning alarm,,D-pri1
2878961,B06-250105-17,Oppdrag løst av 110,,L-ukjent
2878960,B06-250105-18,ABA trykkfall sprinkler,ABA,D-aba
2878970,B06-250105-19,Oppdrag løst av 110,,L-ukjent
2878974,B06-250105-20,ABA matlaging,ABA,D-aba
2879043,B06-250105-23,Oppdrag løst av 110,,L-ukjent
2879128,B06-250105-24,Oppdrag løst av 110,,L-ukjent
2879036,B06-250105-25,Oppdrag løst av 110,,L-ukjent
2879127,B06-250105-26,Oppdrag løst av 110,,L-ukjent
2879037,B06-250105-27,Avbrutt utrykning samtale,,D-pri1
2879088,B06-250105-28,Oppdrag løst av 110,,L-ukjent
2879039,B06-250105-29,Oppdrag løst av 110,,L-ukjent
2879051,B06-250105-31,Oppdrag løst av 110,,L-ukjent
2879050,B06-250105-32,Oppdrag løst av 110,,L-ukjent
2879049,B06-250105-33,Oppdrag løst av 110,,L-ukjent
2879044,B06-250105-34,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2879087,B06-250105-35,Oppdrag løst av 110,,L-ukjent
2879055,B06-250105-37,Oppdrag løst av 110,,L-ukjent
2879056,B06-250105-39,Oppdrag løst av 110,,L-ukjent
2879101,B06-250105-40,Oppdrag løst av 110,,L-ukjent
2879261,B06-250105-41,Oppdrag løst av 110,,L-ukjent
2879102,B06-250105-42,Oppdrag løst av 110,,L-ukjent
2879098,B06-250105-43,Oppdrag løst av 110,,L-ukjent
2879058,B06-250105-44,Person i vann,,D-pri1
2879100,B06-250105-45,Oppdrag løst av 110,,L-ukjent
2879094,B06-250105-46,Nødanrop 112 viderekoble,,V
2879130,B06-250105-47,Oppdrag løst av 110,,L-ukjent
2879131,B06-250105-48,Oppdrag løst av 110,,L-ukjent
2879142,B06-250105-49,Oppdrag løst av 110,,L-ukjent
2879138,B06-250105-50,Oppdrag løst av 110,,L-ukjent
2879137,B06-250105-51,Oppdrag løst av 110,ABA,L-hendelse
2879144,B06-250105-52,Oppdrag løst av 110,ABA,L-hendelse
2879181,B06-250105-53,Nødanrop feilring,,F
2879183,B06-250105-54,Nødanrop feilring,,F
2879180,B06-250105-55,Oppdrag løst av 110,,L-ukjent
2879279,B06-250105-56,Oppdrag løst av 110,,L-ukjent
2879323,B06-250105-57,Oppdrag løst av 110,,L-ukjent
2879344,B06-250105-58,Oppdrag løst av 110,,L-ukjent
2879278,B06-250105-59,Oppdrag løst av 110,,L-ukjent
2879262,B06-250105-60,Oppdrag løst av 110,,L-ukjent
2879282,B06-250105-61,Oppdrag løst av 110,,L-ukjent
2879277,B06-250105-63,Oppdrag løst av 110,,L-ukjent
2879280,B06-250105-64,Oppdrag løst av 110,,L-ukjent
2879343,B06-250105-65,Oppdrag løst av 110,,L-ukjent
2879293,B06-250105-66,Helseoppdrag annet,,D-pri1
2879342,B06-250105-67,Oppdrag løst av 110,,L-ukjent
2879341,B06-250105-68,Oppdrag løst av 110,,L-ukjent
2879313,B06-250105-69,Andre oppdrag,Helseoppdrag - Akutt,D-pri1
2879340,B06-250105-70,Oppdrag løst av 110,,L-ukjent
2879339,B06-250105-71,Oppdrag løst av 110,,L-ukjent
2879336,B06-250105-72,Oppdrag løst av 110,,L-ukjent
2879346,B06-250105-73,Oppdrag løst av 110,ABA,L-aba
2879345,B06-250105-74,Oppdrag løst av 110,,L-ukjent
2879347,B06-250105-75,Oppdrag løst av 110,ABA,L-aba
2879355,B06-250105-76,Oppdrag løst av 110,ABA,L-hendelse
2879374,B06-250105-77,Oppdrag løst av 110,ABA,L-hendelse
2879391,B06-250105-78,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2879463,B06-250105-79,Oppdrag løst av 110,,L-ukjent
2879462,B06-250105-80,Oppdrag løst av 110,,L-ukjent
2879426,B06-250105-81,ABA annet,,D-pri1
2879556,B06-250105-82,Oppdrag løst av 110,,L-ukjent
2879432,B06-250105-83,Oppdrag løst av 110,,L-ukjent
2879434,B06-250105-84,ECall feil bruk,,F
2879460,B06-250105-85,Oppdrag løst av 110,,L-ukjent
2879557,B06-250105-86,Oppdrag løst av 110,,L-ukjent
2879465,B06-250105-88,Brann i skorstein,Brann i skorstein,D-pri1
2879600,B06-250105-94,Brannhindrende annet utenfor bygg,,D-pri1
2879499,B06-250105-90,ECall feil bruk,,F
2879535,B06-250105-91,Oppdrag løst av 110,ABA,L-hendelse
2885436,B06-250105-92,Trafikkulykke,Trafikkulykke,D-pri1
2879541,B06-250105-93,Oppdrag løst av 110,Brann annet,L-hendelse
2879601,B06-250105-95,RVR uten foregående innsats,RVR uten foregående innsats,D-pri1
2879609,B06-250105-98,Brannhindrende tiltak komfyr,ABA,D-aba
2879623,B06-250105-102,Oppdrag løst av 110,,L-ukjent
2879627,B06-250105-104,Brannhindrende annet i bygg,Kontroll etter henvendelse,D-pri1
2879632,B06-250105-106,Oppdrag løst av 110,,L-ukjent
2879636,B06-250105-108,ABA manuell melder,ABA,D-aba
2879641,B06-250105-109,Oppdrag løst av 110,,L-ukjent
2879650,B06-250105-111,ABA matlaging,ABA,D-pri1
2879667,B06-250105-112,Oppdrag løst av 110,,L-ukjent
2879682,B06-250105-113,Oppdrag løst av 110,,L-ukjent
2879665,B06-250105-114,Oppdrag løst av 110,,L-ukjent
2879666,B06-250105-115,ECall feil bruk,,F
2879672,B06-250105-116,Oppdrag løst av 110,,L-ukjent
2879675,B06-250105-117,Oppdrag løst av 110,,L-ukjent
2879676,B06-250105-118,Oppdrag løst av 110,,L-ukjent
2879677,B06-250105-119,Nødanrop feilring,,F
2879681,B06-250105-120,Nødanrop feilring,,F
2879688,B06-250105-122,Trafikkulykke,Trafikkulykke,D-pri1
2879687,B06-250105-121,Oppdrag løst av 110,,L-ukjent
2879716,B06-250105-125,Oppdrag løst av 110,,L-ukjent
2879719,B06-250106-1,Oppdrag løst av 110,,L-ukjent
2879748,B06-250106-2,Oppdrag løst av 110,ABA,L-hendelse
2879750,B06-250106-5,ABA annet,ABA,D-aba
2879760,B06-250106-7,ABA matlaging,ABA,D-aba
2879777,B06-250106-12,ECall feil bruk,,F
2879781,B06-250106-13,Nødanrop feilring,,F
2879809,B06-250106-14,RVR uten foregående innsats,ABA,D-aba
2879816,B06-250106-17,Trafikkulykke,Trafikkulykke,D-pri1
2879818,B06-250106-18,Nødanrop feilring,,F
2879820,B06-250106-19,Helseoppdrag bære/løfte,Helseoppdrag - Akutt,D-pri1
2879861,B06-250106-30,ECall veihjelp,,F
2879867,B06-250106-34,Oppdrag løst av 110,,L-ukjent
2879906,B06-250106-43,Oppdrag løst av 110,,L-ukjent
2879938,B06-250106-44,Oppdrag løst av 110,,L-ukjent
2879978,B06-250106-46,Oppdrag løst av 110,,L-ukjent
2879966,B06-250106-49,Trafikkulykke,Andre oppdrag/assistanse,D-pri1
2879983,B06-250106-52,Oppdrag løst av 110,,L-ukjent
2880007,B06-250106-65,ECall feil bruk,,F
2880017,B06-250106-66,ECall feil bruk,,F
2880020,B06-250106-67,Oppdrag løst av 110,ABA,L-aba
2880029,B06-250106-69,Nødanrop feilring,,F
2880471,B06-250106-72,Oppdrag løst av 110,,L-ukjent
2880041,B06-250106-74,Oppdrag løst av 110,ABA,L-aba
2880063,B06-250106-78,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2880062,B06-250106-82,Avbrutt utrykning alarm,ABA,D-aba
2880101,B06-250106-89,Oppdrag løst av 110,,L-ukjent
2880099,B06-250106-91,Oppdrag løst av 110,,L-ukjent
2880192,B06-250106-103,Oppdrag løst av 110,,L-ukjent
2880122,B06-250106-104,Avbrutt utrykning alarm,ABA,D-aba
2880182,B06-250106-109,Oppdrag løst av 110,ABA,L-aba
2880241,B06-250106-118,Oppdrag løst av 110,,L-ukjent
2880273,B06-250106-123,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2880311,B06-250106-131,Oppdrag løst av 110,ABA,L-hendelse
2880328,B06-250106-134,Oppdrag løst av 110,,L-ukjent
2880340,B06-250106-136,Oppdrag løst av 110,,L-ukjent
2880359,B06-250106-137,Oppdrag løst av 110,ABA,L-aba
2880367,B06-250106-140,Nødanrop feilring,,F
2880492,B06-250106-141,Oppdrag løst av 110,,L-ukjent
2880404,B06-250106-144,Oppdrag løst av 110,,L-ukjent
2880418,B06-250106-148,Nødanrop feilring,,F
2880453,B06-250106-150,Naturhendelse vind,Naturhendelse,D-pri1
2880452,B06-250106-151,Oppdrag løst av 110,,L-ukjent
2880455,B06-250106-153,Avbrutt utrykning alarm,ABA,D-aba
2880484,B06-250106-154,Oppdrag løst av 110,,L-ukjent
2880467,B06-250106-159,Oppdrag løst av 110,,L-ukjent
2880466,B06-250106-158,Oppdrag løst av 110,,L-ukjent
2880480,B06-250106-165,Oppdrag løst av 110,,L-ukjent
2880479,B06-250106-163,Oppdrag løst av 110,,L-ukjent
2880488,B06-250106-164,Oppdrag løst av 110,,L-ukjent
2880493,B06-250106-166,Oppdrag løst av 110,,L-ukjent
2880510,B06-250106-168,Oppdrag løst av 110,,L-ukjent
2880528,B06-250106-177,Oppdrag løst av 110,,L-ukjent
2880537,B06-250106-178,Oppdrag løst av 110,ABA,L-aba
2880535,B06-250106-181,Oppdrag løst av 110,ABA,L-aba
2880545,B06-250106-183,Oppdrag løst av 110,ABA,L-aba
2880585,B06-250106-189,Oppdrag løst av 110,,L-ukjent
2880593,B06-250106-191,Oppdrag løst av 110,,L-ukjent
2880586,B06-250106-192,ABA matlaging,ABA,D-aba
2880607,B06-250106-194,Oppdrag løst av 110,ABA,L-hendelse
2880611,B06-250106-195,Unødig kontroll av melding,,D-pri1
2880636,B06-250106-197,Nødanrop feilring,,F
2880637,B06-250106-198,Nødanrop feilring,,F
2880660,B06-250106-202,Oppdrag løst av 110,ABA,L-aba
2880663,B06-250106-203,Trafikkulykke,Trafikkulykke,D-pri1
2880707,B06-250106-206,Nødanrop feilring,,F
2880699,B06-250106-207,ECall feil bruk,,F
2880700,B06-250106-208,Oppdrag løst av 110,ABA,L-aba
2880709,B06-250106-211,Oppdrag løst av 110,,L-ukjent
2880711,B06-250106-212,Brann i bygning,Brann i bygning,D-pri1
2880724,B06-250106-214,Oppdrag løst av 110,,L-ukjent
2880725,B06-250106-215,Oppdrag løst av 110,,L-ukjent
2880723,B06-250106-216,Oppdrag løst av 110,,L-ukjent
2880735,B06-250106-218,Oppdrag løst av 110,,L-ukjent
2880736,B06-250106-220,Oppdrag løst av 110,,L-ukjent
2880737,B06-250106-221,Naturhendelse vind,,D-pri1
2880747,B06-250106-222,Oppdrag løst av 110,,L-ukjent
2880760,B06-250106-224,Oppdrag løst av 110,,L-ukjent
2880765,B06-250106-225,Oppdrag løst av 110,,L-ukjent
2880823,B06-250106-227,Oppdrag løst av 110,,L-ukjent
2880782,B06-250106-228,Oppdrag løst av 110,,L-ukjent
2880800,B06-250106-229,ECall feil bruk,Trafikkulykke,F
2880818,B06-250106-230,ABA ukjent,ABA,D-aba
2880827,B06-250106-232,Ikke reell nødmelding,Andre oppdrag/assistanse,F
2880830,B06-250106-233,Oppdrag løst av 110,,L-ukjent
2880862,B06-250106-236,Oppdrag løst av 110,,L-ukjent
2880863,B06-250106-237,Andre oppdrag,Andre oppdrag/assistanse,D-pri1
2880887,B06-250106-238,Oppdrag løst av 110,ABA,L-hendelse
2880892,B06-250106-239,Oppdrag løst av 110,ABA,L-hendelse
2880899,B06-250106-241,Oppdrag løst av 110,,L-ukjent
2880901,B06-250106-243,Andre oppdrag,,D-pri1
2880929,B06-250106-244,Oppdrag løst av 110,,L-ukjent
2880902,B06-250106-245,Oppdrag løst av 110,ABA,L-aba
2880918,B06-250106-249,Oppdrag løst av 110,,L-ukjent
2880920,B06-250106-248,Oppdrag løst av 110,,L-ukjent
2880931,B06-250106-250,Oppdrag løst av 110,,L-ukjent
2880944,B06-250106-251,Oppdrag løst av 110,,L-ukjent
2880949,B06-250106-252,Nødanrop feilring,,F
2880954,B06-250106-254,Oppdrag løst av 110,,L-ukjent
2880952,B06-250106-255,Nødanrop feilring,,F
2880960,B06-250106-256,Oppdrag løst av 110,Trafikkulykke,L-hendelse
2880958,B06-250106-257,ABA ukjent,ABA,D-aba
2880962,B06-250106-258,Brann i bygning,Brann i bygning,D-pri1
2880992,B06-250106-259,Oppdrag løst av 110,,L-ukjent
2881045,B06-250106-260,Oppdrag løst av 110,,L-ukjent
2880994,B06-250106-261,Oppdrag løst av 110,,L-ukjent
2880989,B06-250106-262,Oppdrag løst av 110,,L-ukjent
2880978,B06-250106-263,Andre oppdrag,,D-pri1
2880986,B06-250106-266,Oppdrag løst av 110,,L-ukjent
2880997,B06-250106-268,Oppdrag løst av 110,,L-ukjent
2880998,B06-250106-269,Oppdrag løst av 110,,L-ukjent
2881000,B06-250106-270,Oppdrag løst av 110,,L-ukjent
2881009,B06-250106-271,ECall veihjelp,,F
2881075,B06-250106-272,Oppdrag løst av 110,,L-ukjent
2881069,B06-250106-273,Oppdrag løst av 110,,L-ukjent
2881070,B06-250106-274,Oppdrag løst av 110,,L-ukjent
2881026,B06-250106-276,ECall feil bruk,eCall,F
2881025,B06-250106-277,Oppdrag løst av 110,ABA,L-hendelse
2881074,B06-250106-278,Oppdrag løst av 110,,L-ukjent
2881073,B06-250106-279,Oppdrag løst av 110,,L-ukjent
2881044,B06-250106-280,Oppdrag løst av 110,,L-ukjent
2881047,B06-250106-281,Oppdrag løst av 110,,L-ukjent
2881062,B06-250106-282,Brann i skorstein,,D-pri1
2881072,B06-250106-283,Oppdrag løst av 110,,L-ukjent
2881077,B06-250106-286,Oppdrag løst av 110,,L-ukjent
2881078,B06-250106-287,Trafikkulykke,,D-pri1
2881097,B06-250106-288,Oppdrag løst av 110,,L-ukjent
2881100,B06-250106-289,Oppdrag løst av 110,,L-ukjent
2881099,B06-250106-290,Oppdrag løst av 110,,L-ukjent
2881116,B06-250106-292,Brann gjenoppblussing,Brann gjenoppblussing,D-pri1
2881130,B06-250106-293,Unødig andre alarmer,,D-pri1
2881158,B06-250106-294,Oppdrag løst av 110,,L-ukjent
2881155,B06-250106-295,Oppdrag løst av 110,,L-ukjent
2881147,B06-250106-296,Oppdrag løst av 110,,L-ukjent
2881156,B06-250106-297,Oppdrag løst av 110,,L-ukjent
2881157,B06-250106-298,Nødanrop feilring,,F
2881169,B06-250106-299,Oppdrag løst av 110,,L-ukjent
2881182,B06-250106-300,Nødanrop feilring,,F
2881220,B06-250106-301,Oppdrag løst av 110,,L-ukjent
2881236,B06-250106-302,Oppdrag løst av 110,,L-ukjent
2881266,B06-250107-1,Oppdrag løst av 110,ABA,L-hendelse
2881280,B06-250107-2,Oppdrag løst av 110,,L-ukjent
2881272,B06-250107-3,ABA ukjent,,D-pri1
2881275,B06-250107-4,Oppdrag løst av 110,,L-ukjent
2881278,B06-250107-5,Helseoppdrag bære/løfte,Helseoppdrag - Akutt,D-pri1
2881293,B06-250107-6,Oppdrag løst av 110,ABA,L-hendelse
2881307,B06-250107-8,Ikke reell nødmelding,,F
2881314,B06-250107-9,Oppdrag løst av 110,ABA,L-hendelse
2881329,B06-250107-10,Oppdrag løst av 110,,L-ukjent
2881451,B06-250107-28,ABA ukjent,ABA,D-aba
2881475,B06-250107-34,Trafikkulykke,Trafikkulykke,D-pri1
2881471,B06-250107-36,Avbrutt utrykning alarm,ABA,D-aba
2881487,B06-250107-40,Avbrutt utrykning alarm,ABA,D-aba
2881489,B06-250107-42,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2881493,B06-250107-45,Oppdrag løst av 110,,L-ukjent
2881509,B06-250107-46,Oppdrag løst av 110,,L-ukjent
2881528,B06-250107-47,Oppdrag løst av 110,,L-ukjent
2881526,B06-250107-48,Brann i bygning,Brann i bygning,D-pri1
2881536,B06-250107-51,Oppdrag løst av 110,,L-ukjent
2881598,B06-250107-63,Nødanrop feilring,,F
2881612,B06-250107-65,Dyreoppdrag,Dyreoppdrag,D-pri1
2881637,B06-250107-66,Oppdrag løst av 110,,L-ukjent
2881638,B06-250107-68,Oppdrag løst av 110,ABA,L-aba
2881671,B06-250107-74,Oppdrag løst av 110,,L-ukjent
2881706,B06-250107-76,Oppdrag løst av 110,ABA,L-aba
2881717,B06-250107-79,Oppdrag løst av 110,ABA,L-aba
2881770,B06-250107-87,Oppdrag løst av 110,,L-ukjent
2881773,B06-250107-93,Andre oppdrag,Andre oppdrag/assistanse,D-pri1
2881814,B06-250107-99,Oppdrag løst av 110,,L-ukjent
2881820,B06-250107-101,Oppdrag løst av 110,,L-ukjent
2881856,B06-250107-102,Helseoppdrag annet,Helseoppdrag - Akutt,D-pri1
2881884,B06-250107-103,Oppdrag løst av 110,,L-ukjent
2881907,B06-250107-105,Oppdrag løst av 110,ABA,L-aba
2881910,B06-250107-107,Oppdrag løst av 110,ABA,L-hendelse
2881914,B06-250107-108,Oppdrag løst av 110,ABA,L-aba
2881958,B06-250107-110,Oppdrag løst av 110,,L-ukjent
2881935,B06-250107-113,Oppdrag løst av 110,ABA,L-aba
2881957,B06-250107-115,Oppdrag løst av 110,,L-ukjent
2881962,B06-250107-118,Oppdrag løst av 110,,L-ukjent
2881972,B06-250107-120,Nødanrop 112 viderekoble,,V
2881970,B06-250107-121,Avbrutt utrykning alarm,ABA,D-aba
2881986,B06-250107-124,Ikke reell nødmelding,,F
2882012,B06-250107-128,Helseoppdrag annet,,D-pri1
2882015,B06-250107-129,Oppdrag løst av 110,ABA,L-aba
2882034,B06-250107-130,ABA teknisk feil,ABA,D-aba
2882040,B06-250107-131,Oppdrag løst av 110,,L-ukjent
2882086,B06-250107-133,Oppdrag løst av 110,,L-ukjent
2882062,B06-250107-134,Oppdrag løst av 110,ABA,L-aba
2882061,B06-250107-135,Nødanrop feilring,,F
2882092,B06-250107-141,Nødanrop feilring,,F
2882089,B06-250107-142,Oppdrag løst av 110,ABA,L-aba
2882111,B06-250107-143,ABA manuell melder,ABA,D-aba
2882120,B06-250107-145,Nødanrop feilring,,F
2882124,B06-250107-146,Oppdrag løst av 110,,L-ukjent
2882146,B06-250107-149,Avbrutt utrykning alarm,ABA,D-aba
2882148,B06-250107-154,Oppdrag løst av 110,,L-ukjent
2882189,B06-250107-156,Oppdrag løst av 110,,L-ukjent
2882194,B06-250107-157,Oppdrag løst av 110,,L-ukjent
2882205,B06-250107-161,Oppdrag løst av 110,ABA,L-hendelse
2882240,B06-250107-165,Oppdrag løst av 110,Brann i skorstein,L-hendelse
2882269,B06-250107-170,Avbrutt utrykning alarm,ABA,D-aba
2882273,B06-250107-171,ABA manuell melder,ABA,D-aba
2882294,B06-250107-174,Oppdrag løst av 110,,L-ukjent
2882298,B06-250107-175,Oppdrag løst av 110,ABA,L-aba
2882306,B06-250107-177,Oppdrag løst av 110,ABA,L-aba
2882309,B06-250107-180,Oppdrag løst av 110,,L-ukjent
2882320,B06-250107-181,Oppdrag løst av 110,,L-ukjent
2882319,B06-250107-183,Beredskapsoppdrag,,D-pri1
2882331,B06-250107-184,ABA manuell melder,ABA,D-aba
2882338,B06-250107-186,Nødanrop feilring,,F
2882352,B06-250107-187,ECall feil bruk,,F
2882348,B06-250107-193,Oppdrag løst av 110,,L-ukjent
2882361,B06-250107-192,Oppdrag løst av 110,,L-ukjent
2882353,B06-250107-194,Nødanrop feilring,,F
2882351,B06-250107-190,Oppdrag løst av 110,,L-ukjent
2882365,B06-250107-195,Avbrutt utrykning alarm,ABA,D-aba
2882407,B06-250107-196,ABA vanndamp,ABA,D-aba
2882417,B06-250107-198,Brann i skorstein,Brann i skorstein,D-pri1
2882421,B06-250107-199,Oppdrag løst av 110,,L-ukjent
2882426,B06-250107-200,Ubetydelig forurensning,,D-pri1
2882429,B06-250107-201,Oppdrag løst av 110,,L-ukjent
2882434,B06-250107-202,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2882451,B06-250107-203,Oppdrag løst av 110,Trafikkulykke,L-hendelse
2882464,B06-250107-205,Oppdrag løst av 110,,L-ukjent
2882467,B06-250107-206,Avbrutt utrykning alarm,ABA,D-aba
2882469,B06-250107-208,Oppdrag løst av 110,,L-ukjent
2882470,B06-250107-209,Oppdrag løst av 110,,L-ukjent
2882473,B06-250107-210,Oppdrag løst av 110,,L-ukjent
2882483,B06-250107-211,Oppdrag løst av 110,Brann i skorstein,L-hendelse
2882496,B06-250107-213,ECall feil bruk,,F
2882545,B06-250107-216,Oppdrag løst av 110,,L-ukjent
2882542,B06-250107-218,Brann i bygning,,D-pri1
2882789,B06-250107-223,Oppdrag løst av 110,,L-ukjent
2882625,B06-250107-224,Brannforebyggende oppdrag,,D-pri1
2882629,B06-250107-225,ABA vanndamp,,D-pri1
2882645,B06-250107-227,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2882668,B06-250107-228,Oppdrag løst av 110,,L-ukjent
2882669,B06-250107-229,Nødanrop feilring,,F
2882670,B06-250107-230,Oppdrag løst av 110,,L-ukjent
2882694,B06-250107-231,Oppdrag løst av 110,,L-ukjent
2882688,B06-250107-232,Oppdrag løst av 110,,L-ukjent
2882687,B06-250107-234,Oppdrag løst av 110,,L-ukjent
2882696,B06-250107-235,Avbrutt utrykning samtale,ABA,D-aba
2882792,B06-250107-236,Oppdrag løst av 110,,L-ukjent
2882704,B06-250107-237,Oppdrag løst av 110,ABA,L-aba
2882790,B06-250107-239,Oppdrag løst av 110,,L-ukjent
2882723,B06-250107-240,Avbrutt utrykning samtale,Trussel om selvdrap - Vann,D-pri1
2882735,B06-250107-241,ABA matlaging,,D-pri1
2882737,B06-250107-242,Oppdrag løst av 110,ABA,L-hendelse
2882734,B06-250107-243,Helseoppdrag annet,,D-pri1
2882750,B06-250107-244,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2882751,B06-250107-245,Oppdrag løst av 110,,L-ukjent
2882753,B06-250108-1,Avbrutt utrykning alarm,ABA,D-aba
2882784,B06-250108-3,ABA ukjent,ABA,D-aba
2882785,B06-250108-4,ABA ukjent,,D-pri1
2882791,B06-250108-6,Oppdrag løst av 110,,L-ukjent
2882834,B06-250108-7,Oppdrag løst av 110,,L-ukjent
2882793,B06-250108-9,Unødig kontroll av melding,,D-pri1
2882839,B06-250108-10,Oppdrag løst av 110,,L-ukjent
2882816,B06-250108-11,Oppdrag løst av 110,,L-ukjent
2882831,B06-250108-14,Trafikkulykke,,D-pri1
2882842,B06-250108-15,Oppdrag løst av 110,,L-ukjent
2882845,B06-250108-18,Oppdrag løst av 110,,L-ukjent
2882866,B06-250108-25,Oppdrag løst av 110,,L-ukjent
2882865,B06-250108-26,Oppdrag løst av 110,,L-ukjent
2882863,B06-250108-28,Oppdrag løst av 110,,L-ukjent
2882870,B06-250108-33,Brann i bygning,,L-ukjent
2882878,B06-250108-34,Oppdrag løst av 110,,L-ukjent
2882908,B06-250108-43,Oppdrag løst av 110,ABA,L-hendelse
2882925,B06-250108-47,Oppdrag løst av 110,,L-ukjent
