Oppdrag_ID,110_ID,Oppdragstype,Opprinnelig_oppdragstype,v3_kat
2931395,B06-250211-173,Service,,S
2931396,B06-250211-174,Service,,S
2931443,B06-250211-175,Oppdrag løst av 110,,L-ukjent
2931430,B06-250211-176,Service,,S
2931426,B06-250211-177,Nødanrop 112 viderekoble,,V
2931444,B06-250211-179,Oppdrag løst av 110,,L-ukjent
2931442,B06-250211-180,Oppdrag løst av 110,,L-ukjent
2931448,B06-250211-181,Oppdrag løst av 110,ABA,L-aba
2931450,B06-250211-182,Service,,S
2931456,B06-250211-183,Oppdrag løst av 110,Brann annet,L-hendelse
2931472,B06-250211-185,Oppdrag løst av 110,,L-ukjent
2931499,B06-250211-186,Oppdrag løst av 110,,L-ukjent
2931501,B06-250211-187,Service,,S
2931497,B06-250211-188,Service,,S
2931507,B06-250211-189,Oppdrag løst av 110,,L-ukjent
2931510,B06-250211-190,Service,,S
2931516,B06-250211-191,Unødig kontroll av melding,Brann i bygning,D-pri1
2931513,B06-250211-193,Oppdrag løst av 110,,L-ukjent
2931543,B06-250211-194,Service,,S
2931696,B06-250211-196,Oppdrag løst av 110,,L-ukjent
2931525,B06-250211-197,Oppdrag løst av 110,,L-ukjent
2931660,B06-250211-198,Service,,S
2931761,B06-250211-199,Oppdrag løst av 110,,L-ukjent
2931762,B06-250211-201,Oppdrag løst av 110,,L-ukjent
2931544,B06-250211-202,Service,,S
2931546,B06-250211-203,Oppdrag løst av 110,,L-ukjent
2931758,B06-250211-204,Oppdrag løst av 110,,L-ukjent
2931551,B06-250211-205,Service,,S
2931554,B06-250211-206,Nødanrop feilring,,F
2931552,B06-250211-207,Nødanrop feilring,,F
2931757,B06-250211-208,Oppdrag løst av 110,,L-ukjent
2931571,B06-250211-209,Nødanrop feilring,,F
2931766,B06-250211-210,Oppdrag løst av 110,,L-ukjent
2931538,B06-250211-200,Brann i bygning,,D-pri1
2931593,B06-250211-212,Service,,S
2931765,B06-250211-213,Oppdrag løst av 110,,L-ukjent
2931603,B06-250211-214,Service,,S
2931615,B06-250211-215,Oppdrag løst av 110,,L-ukjent
2931613,B06-250211-216,ABA ukjent,ABA,D-aba
2931608,B06-250211-217,Service,,S
2931708,B06-250211-218,Oppdrag løst av 110,,L-ukjent
2931629,B06-250211-219,Service,,S
2931624,B06-250211-220,Service,,S
2931756,B06-250211-221,Oppdrag løst av 110,,L-ukjent
2931628,B06-250211-222,Oppdrag løst av 110,,L-ukjent
2931657,B06-250211-223,Oppdrag løst av 110,,L-ukjent
2931710,B06-250211-224,Oppdrag løst av 110,,L-ukjent
2931654,B06-250211-226,Service,,S
2931652,B06-250211-227,Service,,S
2931661,B06-250211-228,Oppdrag løst av 110,,L-ukjent
2931664,B06-250211-231,Unødig kontroll av melding,,D-pri1
2931665,B06-250211-230,Oppdrag løst av 110,,L-ukjent
2931669,B06-250211-232,Oppdrag løst av 110,Heisalarm,L-hendelse
2931689,B06-250211-233,Service,,S
2931685,B06-250211-234,Oppdrag løst av 110,,L-ukjent
2931750,B06-250211-235,Oppdrag løst av 110,,L-ukjent
2931702,B06-250211-236,Service,,S
2931703,B06-250211-237,Service,,S
2931699,B06-250211-238,Oppdrag løst av 110,,L-ukjent
2931706,B06-250211-239,Oppdrag løst av 110,,L-ukjent
2931754,B06-250211-240,Oppdrag løst av 110,,L-ukjent
2931714,B06-250211-241,Service,,S
2931755,B06-250211-242,Oppdrag løst av 110,,L-ukjent
2931719,B06-250211-243,Oppdrag løst av 110,Forurensning,D-pri1
2931764,B06-250211-244,Oppdrag løst av 110,,L-ukjent
2931728,B06-250211-245,Oppdrag løst av 110,,L-ukjent
2931733,B06-250211-246,Oppdrag løst av 110,Brann annet,L-hendelse
2931746,B06-250211-247,Oppdrag løst av 110,,L-ukjent
2931770,B06-250211-248,Oppdrag løst av 110,ABA,L-aba
2931811,B06-250211-249,Oppdrag løst av 110,,L-ukjent
2931768,B06-250211-250,Avbrutt utrykning samtale,ABA,D-aba
2931818,B06-250211-251,Oppdrag løst av 110,,L-ukjent
2931815,B06-250211-252,Oppdrag løst av 110,,L-ukjent
2931813,B06-250211-253,Service,,S
2931816,B06-250211-254,Oppdrag løst av 110,,L-ukjent
2931817,B06-250211-255,Oppdrag løst av 110,,L-ukjent
2931819,B06-250211-256,Oppdrag løst av 110,,L-ukjent
2931895,B06-250211-257,Oppdrag løst av 110,,L-ukjent
2931828,B06-250211-258,Oppdrag løst av 110,Heisalarm,L-hendelse
2931837,B06-250211-259,Oppdrag løst av 110,,L-ukjent
2931851,B06-250211-260,ABA vanndamp,ABA,D-aba
2931848,B06-250211-261,Oppdrag løst av 110,ABA,L-hendelse
2931853,B06-250211-262,Oppdrag løst av 110,,L-ukjent
2931855,B06-250211-263,Oppdrag løst av 110,,L-ukjent
2931866,B06-250211-264,Oppdrag løst av 110,ABA,L-aba
2931896,B06-250211-267,Nødanrop feilring,,F
2931984,B06-250211-268,Oppdrag løst av 110,,L-ukjent
2931906,B06-250211-270,Brann i gress- eller innmark,,D-pri1
2931914,B06-250211-271,Oppdrag løst av 110,Innbruddsalarm,L-hendelse
2932126,B06-250211-273,Service,,S
2931941,B06-250211-274,Brannhindrende tiltak komfyr,ABA,D-aba
2932124,B06-250211-276,Oppdrag løst av 110,,L-ukjent
2931983,B06-250211-277,Oppdrag løst av 110,,L-ukjent
2931978,B06-250211-278,Oppdrag løst av 110,,L-ukjent
2931971,B06-250211-279,Oppdrag løst av 110,,L-ukjent
2931968,B06-250211-280,Brann i søppelkasse,Brann annet,D-pri1
2931995,B06-250211-282,Nødanrop feilring,,F
2931985,B06-250211-283,Oppdrag løst av 110,,L-ukjent
2932002,B06-250211-285,Service,,S
2932001,B06-250211-286,Oppdrag løst av 110,,L-ukjent
2932040,B06-250211-288,Nødanrop feilring,,F
2932050,B06-250211-291,Nødanrop feilring,,F
2932125,B06-250211-292,Service,,S
2932091,B06-250211-293,Andre oppdrag,,D-pri1
2932115,B06-250211-296,Oppdrag løst av 110,,L-ukjent
2932113,B06-250211-295,ECall feil bruk,,F
2932127,B06-250211-297,ABA matlaging,ABA,D-aba
2932143,B06-250211-298,Avbrutt utrykning samtale,ABA,D-aba
2932225,B06-250211-299,Oppdrag løst av 110,,L-ukjent
2932147,B06-250211-301,Brann i skorstein,Brann i skorstein,D-pri1
2932228,B06-250211-302,Service,,S
2932241,B06-250211-303,Service,,S
2932194,B06-250211-307,Brannhindrende annet i bygg,,D-pri1
2932201,B06-250211-308,Oppdrag løst av 110,,L-ukjent
2932202,B06-250211-310,Nødanrop feilring,,F
2932223,B06-250211-314,Service,,S
2932222,B06-250211-315,Oppdrag løst av 110,,L-ukjent
2932226,B06-250211-316,Oppdrag løst av 110,ABA,L-aba
2932242,B06-250211-318,Service,,S
2932240,B06-250211-319,Service,,S
2932235,B06-250211-320,Ikke reell nødmelding,,F
2932248,B06-250211-321,Oppdrag løst av 110,,L-ukjent
2932258,B06-250211-325,Oppdrag løst av 110,ABA,L-aba
2932260,B06-250211-326,Brannhindrende annet i bygg,Brann annet,D-pri1
2932261,B06-250211-327,Oppdrag løst av 110,,L-ukjent
2932283,B06-250211-328,Oppdrag løst av 110,,L-ukjent
2932272,B06-250211-329,Service,,S
2932281,B06-250211-330,Oppdrag løst av 110,,L-ukjent
2932282,B06-250211-331,Oppdrag løst av 110,,L-ukjent
2932276,B06-250211-333,Trussel om selvdrap,,D-pri1
2932280,B06-250211-334,Oppdrag løst av 110,,L-ukjent
2932284,B06-250211-335,ABA matlaging,,D-pri1
2932305,B06-250211-337,Oppdrag løst av 110,,L-ukjent
2932304,B06-250211-338,Oppdrag løst av 110,,L-ukjent
2932294,B06-250211-340,Oppdrag løst av 110,,L-ukjent
2932301,B06-250211-341,Oppdrag løst av 110,ABA,L-aba
2932300,B06-250211-343,Brannforebyggende oppdrag,,D-pri1
2932303,B06-250211-344,Oppdrag løst av 110,,L-ukjent
2932317,B06-250211-345,Oppdrag løst av 110,,L-ukjent
2932316,B06-250212-1,Oppdrag løst av 110,,L-ukjent
2932331,B06-250212-2,ABA trykkfall sprinkler,ABA,D-aba
2932333,B06-250212-3,Oppdrag løst av 110,,L-ukjent
2932338,B06-250212-4,Oppdrag løst av 110,,L-ukjent
2932342,B06-250212-5,Oppdrag løst av 110,,L-ukjent
2932344,B06-250212-6,Oppdrag løst av 110,,L-ukjent
2932370,B06-250212-7,Oppdrag løst av 110,,L-ukjent
2932374,B06-250212-9,Oppdrag løst av 110,,L-ukjent
2932359,B06-250212-10,ABA teknisk feil,,D-pri1
2932379,B06-250212-11,Service,,S
2932368,B06-250212-12,Beredskapsoppdrag,Beredskap,D-pri1
2932372,B06-250212-13,Service,,S
2932378,B06-250212-14,Oppdrag løst av 110,,L-ukjent
2932381,B06-250212-15,Service,,S
2932390,B06-250212-16,Service,,S
2932393,B06-250212-17,Service,,S
2932394,B06-250212-18,Service,,S
2932400,B06-250212-19,Service,,S
2932406,B06-250212-20,Service,,S
2932402,B06-250212-21,Service,,S
2932404,B06-250212-22,Service,,S
2932409,B06-250212-23,Service,,S
2932410,B06-250212-24,Service,,S
2932412,B06-250212-25,Service,,S
2932419,B06-250212-26,Service,,S
2932446,B06-250212-27,Service,,S
2932447,B06-250212-28,Service,,S
2932456,B06-250212-29,Service,,S
2932459,B06-250212-30,Nødanrop feilring,,F
2932465,B06-250212-31,Oppdrag løst av 110,,L-ukjent
2932463,B06-250212-32,Service,,S
2932462,B06-250212-33,Service,,S
2932474,B06-250212-34,Oppdrag løst av 110,ABA,L-aba
2932485,B06-250212-35,Oppdrag løst av 110,,L-ukjent
2932492,B06-250212-37,Oppdrag løst av 110,,L-ukjent
2932541,B06-250212-38,Oppdrag løst av 110,Henvendelse uten respons,L-hendelse
2932491,B06-250212-39,Oppdrag løst av 110,ABA,L-aba
2932502,B06-250212-41,Service,,S
2932520,B06-250212-43,ABA teknisk feil,ABA,D-aba
2932525,B06-250212-44,Service,,S
2932576,B06-250212-45,Oppdrag løst av 110,,L-ukjent
2932526,B06-250212-46,Service,,S
2932538,B06-250212-47,Oppdrag løst av 110,,L-ukjent
2932555,B06-250212-48,Oppdrag løst av 110,,L-ukjent
2932534,B06-250212-49,Brannhindrende tiltak komfyr,Brann i bygning,D-pri1
2932567,B06-250212-51,Oppdrag løst av 110,,L-ukjent
2932574,B06-250212-52,Oppdrag løst av 110,,L-ukjent
2933239,B06-250212-53,Oppdrag løst av 110,,L-ukjent
2932566,B06-250212-54,Oppdrag løst av 110,,L-ukjent
2933236,B06-250212-55,Oppdrag løst av 110,,L-ukjent
2932575,B06-250212-56,Service,,S
2932580,B06-250212-57,Oppdrag løst av 110,,L-ukjent
2932586,B06-250212-58,Oppdrag løst av 110,,L-ukjent
2932590,B06-250212-59,Bålbrenning varslet,,L-ukjent
2932603,B06-250212-60,Oppdrag løst av 110,,L-ukjent
2932610,B06-250212-61,Service,,S
2932612,B06-250212-62,Oppdrag løst av 110,,L-ukjent
2933229,B06-250212-63,Oppdrag løst av 110,,L-ukjent
2932621,B06-250212-65,Service,,S
2932624,B06-250212-66,ABA arbeid på/i bygg,ABA,D-aba
2932629,B06-250212-67,Oppdrag løst av 110,ABA,L-aba
2932656,B06-250212-69,Service,,S
2933234,B06-250212-70,Oppdrag løst av 110,,L-ukjent
2932652,B06-250212-71,Oppdrag løst av 110,,L-ukjent
2932647,B06-250212-72,Service,,S
2932651,B06-250212-73,Service,,S
2932663,B06-250212-74,Service,,S
2932672,B06-250212-75,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2932845,B06-250212-76,Oppdrag løst av 110,,L-ukjent
2932678,B06-250212-77,Oppdrag løst av 110,,L-ukjent
2932697,B06-250212-78,Service,,S
2932708,B06-250212-79,Service,,S
2932847,B06-250212-81,Oppdrag løst av 110,,L-ukjent
2932734,B06-250212-82,Service,,S
2933227,B06-250212-83,Oppdrag løst av 110,,L-ukjent
2932741,B06-250212-84,Service,,S
2932740,B06-250212-85,Service,,S
2932768,B06-250212-86,Oppdrag løst av 110,,L-ukjent
2932766,B06-250212-87,Oppdrag løst av 110,,L-ukjent
2933235,B06-250212-88,Oppdrag løst av 110,,L-ukjent
2932776,B06-250212-89,Andre oppdrag,,D-pri1
2932814,B06-250212-90,Oppdrag løst av 110,,L-ukjent
2932787,B06-250212-91,Oppdrag løst av 110,ABA,L-aba
2932800,B06-250212-93,Service,,S
2932812,B06-250212-94,Nødanrop feilring,,F
2932831,B06-250212-95,Bålbrenning varslet,,L-ukjent
2932836,B06-250212-96,Service,,S
2932822,B06-250212-97,ABA teknisk feil,ABA,D-aba
2932825,B06-250212-98,Oppdrag løst av 110,,L-ukjent
2932842,B06-250212-99,Service,,S
2932870,B06-250212-100,Oppdrag løst av 110,,L-ukjent
2932890,B06-250212-101,Oppdrag løst av 110,,L-ukjent
2932881,B06-250212-102,Service,,S
2932891,B06-250212-103,Oppdrag løst av 110,,L-ukjent
2932898,B06-250212-104,Oppdrag løst av 110,,L-ukjent
2932914,B06-250212-105,Oppdrag løst av 110,,L-ukjent
2932923,B06-250212-107,Avbrutt utrykning samtale,,D-pri1
2932972,B06-250212-108,Oppdrag løst av 110,,L-ukjent
2932938,B06-250212-109,Trafikkulykke,,D-pri1
2933237,B06-250212-110,Oppdrag løst av 110,,L-ukjent
2933023,B06-250212-111,Oppdrag løst av 110,,L-ukjent
2932984,B06-250212-112,Oppdrag løst av 110,,L-ukjent
2932981,B06-250212-113,Oppdrag løst av 110,,L-ukjent
2932983,B06-250212-114,Oppdrag løst av 110,,L-ukjent
2932969,B06-250212-115,Service,,S
2933022,B06-250212-116,Oppdrag løst av 110,,L-ukjent
2933231,B06-250212-117,Oppdrag løst av 110,,L-ukjent
2932986,B06-250212-118,Avbrutt utrykning alarm,,D-pri1
2933021,B06-250212-120,Oppdrag løst av 110,,L-ukjent
2933033,B06-250212-121,Service,,S
2933230,B06-250212-122,Oppdrag løst av 110,,L-ukjent
2933036,B06-250212-123,Service,,S
2933224,B06-250212-124,Oppdrag løst av 110,,L-ukjent
2933074,B06-250212-125,Service,,S
2933087,B06-250212-126,Service,,S
2933088,B06-250212-127,ABA matlaging,ABA,D-aba
2933112,B06-250212-128,Service,,S
2933223,B06-250212-129,Oppdrag løst av 110,,L-ukjent
2933114,B06-250212-130,Service,,S
2933107,B06-250212-131,Oppdrag løst av 110,,L-ukjent
2933113,B06-250212-132,Oppdrag løst av 110,,L-ukjent
2933123,B06-250212-133,Service,,S
2933141,B06-250212-134,Service,,S
2933138,B06-250212-135,Service,,S
2933226,B06-250212-136,Oppdrag løst av 110,,L-ukjent
2933150,B06-250212-137,Oppdrag løst av 110,,L-ukjent
2933152,B06-250212-138,Service,,S
2933148,B06-250212-139,Oppdrag løst av 110,,L-ukjent
2933157,B06-250212-140,Service,,S
2933161,B06-250212-141,Bålbrenning varslet,,L-ukjent
2933170,B06-250212-147,Oppdrag løst av 110,,L-ukjent
2933171,B06-250212-143,Oppdrag løst av 110,,L-ukjent
2933172,B06-250212-144,Service,,S
2933173,B06-250212-145,Service,,S
2933180,B06-250212-146,Service,,S
2933186,B06-250212-148,Oppdrag løst av 110,,L-ukjent
2933189,B06-250212-150,Trafikkulykke,Trafikkulykke større kjøretøy,D-pri1
2933225,B06-250212-151,Oppdrag løst av 110,,L-ukjent
2933228,B06-250212-152,Oppdrag løst av 110,,L-ukjent
2933218,B06-250212-153,Oppdrag løst av 110,,L-ukjent
2933233,B06-250212-154,Oppdrag løst av 110,,L-ukjent
2933238,B06-250212-155,Service,,S
2933252,B06-250212-156,Oppdrag løst av 110,,L-ukjent
2933326,B06-250212-157,Oppdrag løst av 110,,L-ukjent
2933265,B06-250212-159,Service,,S
2933325,B06-250212-160,Oppdrag løst av 110,,L-ukjent
2933312,B06-250212-161,Oppdrag løst av 110,,L-ukjent
2933334,B06-250212-162,Service,,S
2933365,B06-250212-163,Bålbrenning varslet,,L-ukjent
2933354,B06-250212-164,Service,,S
2933428,B06-250212-165,Oppdrag løst av 110,,L-ukjent
2933382,B06-250212-166,Oppdrag løst av 110,ABA,L-aba
2933400,B06-250212-171,Oppdrag løst av 110,,L-ukjent
2933412,B06-250212-174,Service,,S
2933411,B06-250212-175,Service,,S
2933434,B06-250212-176,Oppdrag løst av 110,,L-ukjent
2933430,B06-250212-177,Oppdrag løst av 110,,L-ukjent
2933425,B06-250212-178,Oppdrag løst av 110,,L-ukjent
2933439,B06-250212-179,Oppdrag løst av 110,,L-ukjent
2933446,B06-250212-181,Avbrutt utrykning samtale,,D-pri1
2933451,B06-250212-182,Oppdrag løst av 110,,L-ukjent
2933455,B06-250212-183,Oppdrag løst av 110,,L-ukjent
2933513,B06-250212-184,Oppdrag løst av 110,,L-ukjent
2933454,B06-250212-185,Service,,S
2933456,B06-250212-186,Oppdrag løst av 110,,L-ukjent
2933468,B06-250212-187,Service,,S
2933458,B06-250212-188,Service,ABA,S
2933467,B06-250212-189,Service,,S
2933515,B06-250212-190,Oppdrag løst av 110,,L-ukjent
2933512,B06-250212-191,Oppdrag løst av 110,,L-ukjent
2933500,B06-250212-192,Service,,S
2933503,B06-250212-193,Oppdrag løst av 110,,L-ukjent
2933509,B06-250212-194,Oppdrag løst av 110,,L-ukjent
2933508,B06-250212-195,Oppdrag løst av 110,,L-ukjent
2933522,B06-250212-196,Service,,S
2933527,B06-250212-197,Oppdrag løst av 110,,L-ukjent
2933539,B06-250212-198,Oppdrag løst av 110,,L-ukjent
2933524,B06-250212-199,Oppdrag løst av 110,,L-ukjent
2933528,B06-250212-200,Oppdrag løst av 110,,L-ukjent
2933537,B06-250212-203,Oppdrag løst av 110,,L-ukjent
2933572,B06-250212-204,Oppdrag løst av 110,,L-ukjent
2933571,B06-250212-205,Oppdrag løst av 110,,L-ukjent
2933625,B06-250212-206,Oppdrag løst av 110,,L-ukjent
2933606,B06-250212-207,Oppdrag løst av 110,,L-ukjent
2933635,B06-250212-208,Oppdrag løst av 110,,L-ukjent
2933618,B06-250212-210,Trafikkulykke,,D-pri1
2933621,B06-250212-211,Oppdrag løst av 110,,L-ukjent
2933646,B06-250212-213,Oppdrag løst av 110,,L-ukjent
2933644,B06-250212-215,Avbrutt utrykning alarm,,D-pri1
2933661,B06-250212-217,Oppdrag løst av 110,,L-ukjent
2933666,B06-250212-218,Oppdrag løst av 110,,L-ukjent
2933675,B06-250212-219,Oppdrag løst av 110,,L-ukjent
2933678,B06-250212-220,Oppdrag løst av 110,,L-ukjent
2933679,B06-250212-221,Nødanrop feilring,,F
2933688,B06-250212-222,ECall feil bruk,,F
2933699,B06-250212-223,Oppdrag løst av 110,,L-ukjent
2933701,B06-250212-225,Helseoppdrag annet,,D-pri1
2933716,B06-250212-226,Unødig kontroll av melding,,D-pri1
2933725,B06-250212-228,Trafikkulykke,Trafikkulykke,D-pri1
2933731,B06-250212-229,Oppdrag løst av 110,,L-ukjent
2933737,B06-250212-231,Oppdrag løst av 110,,L-ukjent
2933743,B06-250212-232,Oppdrag løst av 110,,L-ukjent
2933762,B06-250212-233,Trafikkulykke,,D-pri1
2933801,B06-250212-234,Oppdrag løst av 110,ABA,L-hendelse
2933832,B06-250212-235,ABA teknisk feil,ABA,D-aba
2933889,B06-250212-236,Oppdrag løst av 110,,L-ukjent
2933838,B06-250212-237,Brann i bygning,,D-pri1
2933844,B06-250212-239,Oppdrag løst av 110,,L-ukjent
2933847,B06-250212-242,Oppdrag løst av 110,,L-ukjent
2933845,B06-250212-240,Oppdrag løst av 110,,L-ukjent
2934033,B06-250212-244,Oppdrag løst av 110,,L-ukjent
2934032,B06-250212-245,Oppdrag løst av 110,,L-ukjent
2934030,B06-250212-246,Oppdrag løst av 110,,L-ukjent
2934029,B06-250212-247,Oppdrag løst av 110,,L-ukjent
2933893,B06-250212-248,Oppdrag løst av 110,,L-ukjent
2933906,B06-250212-249,Oppdrag løst av 110,,L-ukjent
2934028,B06-250212-250,Oppdrag løst av 110,,L-ukjent
2933928,B06-250212-251,Ikke reell nødmelding,,F
2933934,B06-250212-252,Oppdrag løst av 110,,L-ukjent
2933949,B06-250212-253,Oppdrag løst av 110,,L-ukjent
2933983,B06-250212-255,Oppdrag løst av 110,,L-ukjent
2933969,B06-250213-1,Oppdrag løst av 110,,L-ukjent
2934025,B06-250213-2,Oppdrag løst av 110,,L-ukjent
2933982,B06-250213-3,ABA ukjent,,D-pri1
2933993,B06-250213-4,ABA ukjent,,D-pri1
2934004,B06-250213-6,ABA vanndamp,,D-pri1
2934027,B06-250213-9,Service,,S
2934026,B06-250213-10,Service,,S
2934040,B06-250213-11,Service,,S
2934039,B06-250213-12,Ikke reell nødmelding,,F
2934057,B06-250213-13,Service,,S
2934062,B06-250213-14,Service,,S
2934064,B06-250213-15,Service,,S
2934066,B06-250213-16,Service,,S
2934069,B06-250213-17,Service,,S
2934074,B06-250213-18,Service,,S
2934082,B06-250213-19,Service,,S
2934077,B06-250213-20,Service,,S
2934089,B06-250213-21,Oppdrag løst av 110,ABA,L-aba
2934098,B06-250213-23,Service,,S
2934095,B06-250213-25,ABA øvelse/service/test av anlegg,,D-pri1
2934100,B06-250213-26,Service,,S
2934109,B06-250213-27,Service,,S
2934120,B06-250213-28,ABA øvelse/service/test av anlegg,ABA,D-aba
2934133,B06-250213-29,Service,,S
2934154,B06-250213-30,Service,,S
2934156,B06-250213-31,Service,,S
2935156,B06-250213-32,Oppdrag løst av 110,,L-ukjent
2934215,B06-250213-33,Service,,S
2934216,B06-250213-34,Service,,S
2934217,B06-250213-35,Service,,S
2934220,B06-250213-36,Service,,S
2934235,B06-250213-37,Oppdrag løst av 110,,L-ukjent
2934219,B06-250213-38,Oppdrag løst av 110,,L-ukjent
2934204,B06-250213-40,Trafikkulykke,,D-pri1
2935853,B06-250213-41,Service,,S
2934271,B06-250213-42,Service,,S
2935187,B06-250213-44,Oppdrag løst av 110,,L-ukjent
2935164,B06-250213-45,Oppdrag løst av 110,,L-ukjent
2934358,B06-250213-46,Service,,S
2934357,B06-250213-47,Oppdrag løst av 110,,L-ukjent
2934426,B06-250213-49,Oppdrag løst av 110,,L-ukjent
2934353,B06-250213-52,Oppdrag løst av 110,ABA,L-aba
2934349,B06-250213-51,Service,,S
2934351,B06-250213-53,Service,,S
2934370,B06-250213-54,Service,,S
2934381,B06-250213-55,Service,,S
2934386,B06-250213-56,Service,,S
2934395,B06-250213-57,Oppdrag løst av 110,,L-ukjent
2934443,B06-250213-58,Service,,S
2935151,B06-250213-59,Oppdrag løst av 110,,L-ukjent
2934438,B06-250213-60,Service,,S
2934427,B06-250213-61,Oppdrag løst av 110,,L-ukjent
2934433,B06-250213-62,Service,,S
2934436,B06-250213-63,Service,,S
2934449,B06-250213-64,Service,,S
2934451,B06-250213-65,Avbrutt utrykning alarm,,D-pri1
2934467,B06-250213-66,Oppdrag løst av 110,,L-ukjent
2934489,B06-250213-67,Oppdrag løst av 110,,L-ukjent
2934455,B06-250213-70,Oppdrag løst av 110,ABA,L-aba
2934461,B06-250213-71,ABA manuell melder,ABA,D-aba
2935193,B06-250213-72,Oppdrag løst av 110,,L-ukjent
2934468,B06-250213-73,Service,,S
2934475,B06-250213-75,Oppdrag løst av 110,ABA,L-aba
2934492,B06-250213-76,Oppdrag løst av 110,,L-ukjent
2934503,B06-250213-80,Oppdrag løst av 110,,L-ukjent
2934523,B06-250213-79,Bålbrenning varslet,,L-ukjent
2934511,B06-250213-82,Oppdrag løst av 110,ABA,L-aba
2934519,B06-250213-85,Service,,S
2934510,B06-250213-83,Oppdrag løst av 110,,L-ukjent
2934521,B06-250213-87,Service,,S
2934531,B06-250213-88,Oppdrag løst av 110,Ulykke/Redning,L-hendelse
2934578,B06-250213-89,Service,,S
2934550,B06-250213-90,Service,,S
2934575,B06-250213-91,Service,,S
2934547,B06-250213-92,Service,,S
2934546,B06-250213-93,ECall feil bruk,,F
2934574,B06-250213-94,Oppdrag løst av 110,,L-ukjent
2934576,B06-250213-95,Service,,S
2934583,B06-250213-96,Oppdrag løst av 110,ABA,L-aba
2935154,B06-250213-98,Oppdrag løst av 110,,L-ukjent
2934627,B06-250213-99,Service,,S
2934630,B06-250213-100,Service,,S
2934631,B06-250213-102,Oppdrag løst av 110,,L-ukjent
2934667,B06-250213-103,Service,,S
2934806,B06-250213-104,Service,,S
2934655,B06-250213-105,Service,,S
2934664,B06-250213-106,Oppdrag løst av 110,ABA,L-aba
2935162,B06-250213-107,Nødanrop feilring,,F
2934668,B06-250213-108,Service,,S
2934670,B06-250213-109,Oppdrag løst av 110,,L-ukjent
2934680,B06-250213-110,Service,,S
2934691,B06-250213-111,Service,,S
2934695,B06-250213-112,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2934707,B06-250213-113,Service,,S
2934711,B06-250213-114,Service,,S
2934716,B06-250213-115,Service,,S
2934718,B06-250213-116,Service,,S
2934741,B06-250213-117,Service,,S
2934746,B06-250213-118,Service,,S
2934749,B06-250213-119,Service,,S
2934767,B06-250213-120,Service,,S
2934338,B06-250213-48,Bistand politi,,D-pri1
2934777,B06-250213-122,Bålbrenning varslet,,L-ukjent
2934768,B06-250213-123,Service,,S
2934772,B06-250213-124,Oppdrag løst av 110,,L-ukjent
2934794,B06-250213-125,Service,,S
2934774,B06-250213-126,Oppdrag løst av 110,,L-ukjent
2934781,B06-250213-127,Service,,S
2934787,B06-250213-128,Service,,S
2934792,B06-250213-129,Service,,S
2934797,B06-250213-130,Service,,S
2934803,B06-250213-131,Oppdrag løst av 110,,L-ukjent
2934796,B06-250213-132,Service,,S
2934798,B06-250213-133,Service,,S
2934818,B06-250213-134,Oppdrag løst av 110,Brann i gress/lyng,L-hendelse
2934890,B06-250213-135,Service,,S
2934828,B06-250213-136,Oppdrag løst av 110,ABA,L-aba
2934826,B06-250213-138,Oppdrag løst av 110,ABA,L-aba
2934833,B06-250213-137,Oppdrag løst av 110,ABA,L-aba
2934836,B06-250213-142,Avbrutt utrykning alarm,,D-pri1
2934889,B06-250213-143,Oppdrag løst av 110,,L-ukjent
2934847,B06-250213-145,Service,,S
2934876,B06-250213-146,Service,,S
2934875,B06-250213-147,Service,,S
2934853,B06-250213-148,Service,,S
2934854,B06-250213-149,Oppdrag løst av 110,,L-ukjent
2934864,B06-250213-150,Service,,S
2934874,B06-250213-151,Bålbrenning varslet,,L-ukjent
2935161,B06-250213-153,Oppdrag løst av 110,,L-ukjent
2934895,B06-250213-154,Helseoppdrag annet,Helseoppdrag - Ikke Akutt,D-pri1
2934915,B06-250213-155,Service,,S
2934952,B06-250213-156,Service,,S
2934962,B06-250213-157,Oppdrag løst av 110,,L-ukjent
2934957,B06-250213-159,Service,,S
2934961,B06-250213-161,Service,,S
2935001,B06-250213-163,Service,,S
2934971,B06-250213-164,Service,,S
2935024,B06-250213-165,Oppdrag løst av 110,,L-ukjent
2935002,B06-250213-166,Oppdrag løst av 110,,L-ukjent
2935160,B06-250213-167,Oppdrag løst av 110,,L-ukjent
2934999,B06-250213-168,Service,,S
2935004,B06-250213-169,Service,,S
2935017,B06-250213-170,Service,,S
2935023,B06-250213-171,Service,,S
2935020,B06-250213-172,Nødanrop feilring,,F
2935021,B06-250213-173,Oppdrag løst av 110,,L-ukjent
2935195,B06-250213-174,Oppdrag løst av 110,,L-ukjent
2935033,B06-250213-175,Service,,S
2935070,B06-250213-176,Oppdrag løst av 110,,L-ukjent
2935043,B06-250213-178,Trafikkulykke,Trafikkulykke,D-pri1
2935040,B06-250213-177,Oppdrag løst av 110,Trafikkulykke,L-hendelse
2935159,B06-250213-179,Oppdrag løst av 110,,L-ukjent
2935050,B06-250213-180,Trafikkulykke,Trafikkulykke,D-pri1
2935174,B06-250213-181,Oppdrag løst av 110,,L-ukjent
